,keyword,text,lat,long,census,comp,category,LILATracts_1And10,county
3198,rice,"Thursday Special:
House-Roast Beef, Sweet and Spicy Sriracha Aioli, Sliced Cheddar and a Creamy Gingered Slaw all on Ciabatta 
Soups:
~Cajun Chicken and Rice (Gluten-Free)
~Corn Chowdah ",43.4945608,-70.45008321,23031005300,0.8316,healthy,1,23031
3199,beef,After Screening Snack: Braised Beef Wonton Hor Fun Noodle Soup $7.28 @ Ok Cafe ,34.06849108,-118.13413557,06037481713,0.6705,healthy,0,06037
3200,beef,Made some delicious grass fed burgers form Grazin Haven Farms! So tasty! I could have eaten two! #grazinhaven #grassfed #allnatural #dinner #beef #delicious @ Grazin Haven Farms ,40.8449115,-87.922234,17075950300,0.6784,healthy,0,17075
3201,beef,"Ground Beef Nachos for $4.99 (Nacho Special was $2,00 off). $2.49 for the 32 oz. Soda and Souvenir cup. It's messy, but there are plenty of paper towels. All of this is too much for one, ",33.185034,-97.107272,48121021303,0.0258,healthy,0,48121
3202,beef,"A Beef Carpaccio. A thin slice of marinated beef. Served cured with shaved parmesan. Fragrant olive oil and zesty lemon juice.  Carpaccio is Italian hours d"" oeuvre consisting of beef. A ",29.72528573,-95.41332895,48201412000,0.0,healthy,0,48201
3203,rice,"Sunday Mass (@ Rice Catholic Student Center in Houston, TX) ",29.72176422,-95.40135467,48201412000,0.0,healthy,0,48201
3204,rice,"I'm at Hungry's- Rice Village - @hungryscafe in Houston, TX ",29.71765805,-95.413229,48201412000,0.4995,healthy,0,48201
3205,rice,"Just posted a video @ 24 Hour Fitness - Houston Rice Village, TX ",29.71944,-95.41732,48201412000,0.6523,healthy,0,48201
3206,beef,"Beef and garbanzo beans stew middle eastern style. #middleeasterncuisine #wholefoodfaves #proteinloading #healthyeatsliving @ Oxnard, California ",34.1913,-119.182,06111008600,0.0,healthy,0,06111
3207,egg,"Cooking #steak and egg #breakfast for the family enjoy your #Sunday  @ Oxnard, California ",34.1913,-119.182,06111008600,0.4939,healthy,0,06111
3208,chicken,"Not just burgers! Try our grilled chicken sandwich! 
Char-grilled chicken breast, melted jack, Sweet Baby Rays BBQ sauce, tomato, green leaf lettuce , red onion and chipotle mayo on your ",34.1913,-119.182,06111008600,0.555,healthy,0,06111
3209,lettuce,"Not just burgers! Try our grilled chicken sandwich! 
Char-grilled chicken breast, melted jack, Sweet Baby Rays BBQ sauce, tomato, green leaf lettuce , red onion and chipotle mayo on your ",34.1913,-119.182,06111008600,0.555,healthy,0,06111
3210,beef,"Korean Beef Bowl KETO Style. Thanks @walkersgrill, was yummy! #montana #keto #asianfood @ Walkers Grill ",45.78248,-108.50461000000001,30111000402,0.7644,healthy,0,30111
3211,beef,"braised Beef and Beef Tendon with Udon Noddles Soup #foodporn #foodphotography #foodpornography #beef #soup #pho #tendon @ Seminole Hard Rock Hotel &amp; Casino, Tampa ",27.99310164,-82.37198027,12057012001,-0.1027,healthy,0,12057
3212,beef,"Home made Chinese style beef-n-pork eggrolls served with sweet chili sauce and scallions.
#chinesefood
#chinesecuisine #chineseappetizer #asiancuisine #asianfood #dinnerideas #dinner ",40.73825,-74.04101999999999,34017019200,0.4588,healthy,0,34017
3213,meat,"Glazed baked ham in an electric roaster.
#glazedham #bakedham #ham #pork #roastedpork #roastedmeats #meat #swine #cooking #cookingrecipe #electricroaster #delicious #homemade #dinnerideas ",40.73825,-74.04101999999999,34017019200,0.0,healthy,0,34017
3214,pork,"Glazed baked ham in an electric roaster.
#glazedham #bakedham #ham #pork #roastedpork #roastedmeats #meat #swine #cooking #cookingrecipe #electricroaster #delicious #homemade #dinnerideas ",40.73825,-74.04101999999999,34017019200,0.0,healthy,0,34017
3215,raspberry,"Raspberry in raspberry jello afternoon snack.
jello
@vbmfitness #raspberry #jello #jellosnack #raspberryjello #desserts #foody #foodphotography #foodstagram #whattoeat @ VBMFITNESS ",40.73825,-74.04101999999997,34017019200,0.0,healthy,0,34017
3216,beef,"Just a little side by side comparison for all the Carnivores:
Beef vs Chicken 
And the winner is ...  for fat loss, your best choice 
 
Protein helps to Build &amp; repair muscle. If ",34.776140000000005,-82.31763000000001,45045002904,0.8519,healthy,0,45045
3217,chicken,"Just a little side by side comparison for all the Carnivores:
Beef vs Chicken 
And the winner is ...  for fat loss, your best choice 
 
Protein helps to Build &amp; repair muscle. If ",34.776140000000005,-82.31763000000001,45045002904,0.8519,healthy,0,45045
3218,beef,"Hand Made Empanadas Daily! Beef. Chicken. Veg. Perfect for a snack attack!  
.
.
.

#ladleoflove #empanadas #beef #chicken #vegetarian #handmade #healthyfood ",40.94,-73.82611111,36119004700,0.658,healthy,0,36119
3219,chicken,"Hand Made Empanadas Daily! Beef. Chicken. Veg. Perfect for a snack attack!  
.
.
.

#ladleoflove #empanadas #beef #chicken #vegetarian #handmade #healthyfood ",40.94,-73.82611111,36119004700,0.658,healthy,0,36119
3220,beef,"New dinner special, Gyu Katsu Sando! Shio-koji marinated panko-fried beef with cabbage slaw, Japanese mayo, tonkatsu sauce, and yuzu pickled onions. This special is SO good, and it wont ",30.314326,-97.714384,48453002105,0.9139,healthy,0,48453
3221,avocado,"Jumbo Lump Crab and Avocado Roll served with fries $12.99
#seafood #austintexas #atxfoodies #crab @ Quality Seafood Market ",30.318151,-97.712252,48453002105,0.0,healthy,0,48453
3222,beef,"Important questions...if one sandwich is turkey and the other roast beef, what are we to deduce re the remaining Greek? @ North Wilkesboro, North Carolina ",36.1709,-81.1421,37193960600,0.2023,healthy,0,37193
3223,beef,EveryPlate Creamy Beef &amp; Mushroom Linguini with Garlicky Breadcrumbs.  @ Cooch ,41.38475815,-75.23440808,42103950301,0.0,healthy,0,42103
3224,beef,Came home to my Crock Pot Roast Beef &amp; Brown Gravy  and it was so good! I served it with mashed potatoes  and green beans. Dinner was done in about twenty minutes and clean up was easy ,37.5524,-97.2615,20173009802,0.8636,healthy,0,20173
3225,beef,I had always wanted to see Body Worlds but I cant say Im happy that I saw it  especially since I had just had a massive hunk of roast beefknowing that they were real people  and so ,37.33147,-121.89018,06085500800,-0.612,healthy,0,06085
3226,apple,Your Apples May Soon Be Picked By Laser-Shooting Robots  #science,37.334308,-121.890445,06085500800,0.0,healthy,0,06085
3227,beef,"I'm at Beef 'O' Brady's in Johnson City, TN ",36.38454113,-82.42012545,47179061402,0.0,healthy,0,47179
3228,beef,Darty SZN but theres no Beef(y) @ The Lodge on Willow ,40.51467204,-88.98904609,17113000102,-0.4215,healthy,1,17113
3229,oatmeal,Tasty - Drinking a Down 'N Dirty Chocolate Oatmeal Stout by @tyranena at @medicinormal   ,40.5095,-88.9854,17113000102,-0.296,healthy,1,17113
3230,beef,"Ph Angus Beef at Pho Hue Oi
.
Raise YOUR  if you've had our Pho Angus Beef?
.
TAG your ""PHO mate"" ! 
.
Pho Hue Oi
4051 Inglewood Ave Ste 101
Redondo Beach CA 90278
.
.
Order for ",33.8939299,-118.36190776,06037620501,0.0,healthy,0,06037
3231,beef,After lunch hit this trail &amp; walked off our burgers from Beef N Bun. #LakeMurray @ Lake Murray (California) ,32.7861,-117.044,06073009706,0.0,healthy,0,06073
3232,beef,Taco Thursday 3 beef chicken or pork $7.95 3 fish $9.95 #tacos #kutztown #kutztownuniversity #berkscounty #kappasigma @ Basin Street Hotel ,40.5202207,-75.77516617,42011014000,0.0,healthy,0,42011
3233,pork,Taco Thursday 3 beef chicken or pork $7.95 3 fish $9.95 #tacos #kutztown #kutztownuniversity #berkscounty #kappasigma @ Basin Street Hotel ,40.5202207,-75.77516617,42011014000,0.0,healthy,0,42011
3234,beef,"#chefzadieats If youre in Chinatown or DTLA, go to Golden Lake Eatery for Khmer (Cambodian) and Viet snacks, banh mi, and beef noodle soup. @ Golden Lake Eatery ",34.064212100000006,-118.2385116,06037207103,0.0,healthy,0,06037
3235,beef,Wishing that I had another scoop of pistachio #gelato from denvermilkmarket today.  I had the best time in Denver with @Beef learning new culinary tips and tricks!  Be sure to ,39.753370000000004,-104.99703000000001,08031001701,0.8313,healthy,0,08031
3236,fish,So much seafood! @ Jax Fish House &amp; Oyster Bar ,39.75212,-104.9985899,08031001701,0.0,healthy,0,08031
3237,fish,"I'm at Jax Fish House Denver - @jaxdenver in Denver, CO ",39.75208129999999,-104.99878544,08031001701,0.0,healthy,0,08031
3238,mushroom,Pretty cool mushroom display @UrbanFarmerDen theyve put out some really delicious food as well. #mushrooms #urbanfarming #denver #cheflife #chefstagram @ Urban Farmer Denver ,39.75209,-104.99929,08031001701,0.8908,healthy,0,08031
3239,pork,Checking out @cholondenver Pork Belly Bao. Thai Spring Rolls. French Onion Soup Dumplings. @greatdividebrew Samurai Rice Beer and bushidosake not such a bad afternoon in Denver #bao ,39.75051120000001,-104.99967959999998,08031001701,0.3716,healthy,0,08031
3240,rice,Checking out @cholondenver Pork Belly Bao. Thai Spring Rolls. French Onion Soup Dumplings. @greatdividebrew Samurai Rice Beer and bushidosake not such a bad afternoon in Denver #bao ,39.75051120000001,-104.99967959999998,08031001701,0.3716,healthy,0,08031
3241,blueberry,"| Everyday  |
Featuring The All New #KillerKustard Blueberry. its out of this world !
-
-
@vapetasia 
@vapetasiaejuice 

-
-
#Vapetasia #TeamVapetasia #lifestylephotography ",40.77,-73.1138,36103146606,0.0,healthy,0,36103
3242,blueberry,"The Perfect companion for the weekend. Make Sure Your Spending your weekend with #KillerKustard , With the New Blueberry up front and the rest of the lineup behind it , Enhance your ",40.77,-73.1138,36103146606,0.7184,healthy,0,36103
3243,blueberry,"| Everyday  |
#KillerKustard Lifestyle Every Damn Day 
-
-
Featuring The NEW  Blueberry Killer Kustard and Rocking that Logo Tee by @vapetasia  ",40.814,-73.1284,36103145807,-0.7906,healthy,0,36103
3244,mango,"Got my Gentlemens Edition Mipod by mionevape filled up with the best tonight  ! Jewel Mango By podjuice55 , a delicious Juicy Ripe Mango On Point  
-
-
Shop:
@MiOne47975086 
(coupon ",40.814,-73.1284,36103145807,0.8932,healthy,0,36103
3245,blueberry,"It was gorgeous out today , i brought #KillerKustard Blueberry Along For The Ride  What is everyone rocking ? 
-
Checkout @vapetasia @vapetasiaejuice for amazing content and all day ",40.814,-73.1284,36103145807,0.8316,healthy,0,36103
3246,blueberry,"Made #aip compliant apple cinnamon muffins and blueberry crumble. I also made a mess. @ Washington, Illinois ",40.7039,-89.4206,17179022300,-0.3612,healthy,0,17179
3247,cherry,Washington DC Cherrie Blossoms Pre Peak 03/29/2019 #washingtondccherryblossoms #washingtondc @ Washington Cherry Festival ,40.70601988,-89.43930216,17179022300,0.4939,healthy,0,17179
3248,blueberry,Post Sunday Funday #ABGB pizza in #ATX with @kudillon !  Texas Cheese curd pizza and a pancetta/blueberry pizza!  Love AGBG! @ The ABGB ,30.245139,-97.768875,48453001307,0.7249,healthy,0,48453
3249,blueberry,Blueberry pork chops #porkchops #foodporn #foodphotography #foodie #blueberries #pork #mencancook cookin_cowboys cooksillustrated cookingdads @ChubbyandAway @ ,35.8858,-80.0773,37057060700,0.0,healthy,1,37057
3250,pork,Blueberry pork chops #porkchops #foodporn #foodphotography #foodie #blueberries #pork #mencancook cookin_cowboys cooksillustrated cookingdads @ChubbyandAway @ ,35.8858,-80.0773,37057060700,0.0,healthy,1,37057
3251,blueberry,"32 degrees and snow flurries never stopped a griller from having a glass of Maple River Lemon Lime Rhubarb while grilling brats, beer brats and blueberry brats in North ",46.9007285,-97.2121138,38017040300,0.1695,healthy,0,38017
3252,blueberry,Drinking a Blueberry Soiree by @ithacabeer @ The Hops Spot  ,43.0481,-76.1544,36067003200,0.0,healthy,0,36067
3253,blueberry,Part of. Flight. Strong blueberry aroma - Drinking a Blueballs Blueberry Wheat by @SteelboundEVL @ The Hops Spot   ,43.0481,-76.1544,36067003200,0.5106,healthy,0,36067
3254,mango,Drinking a Slap Me Sour Mango Pink Guavs by @fullboarCB @ The Hops Spot  ,43.0481,-76.1544,36067003200,0.1531,healthy,0,36067
3255,blueberry,Enjoyed lunch out with my church friends @jasonsdeli. I'm relaxing while savoring my blueberry pomegranate electrolyte drink and some favorite music. @DmGlm @nathanwalters @ Texas ,31.0,-100.0,48327950300,0.9118,healthy,0,48327
3256,chicken,"Having the shingles has really sucked. If youve never heard of them before they are basically REALLY painful adult chicken pox. Yuck. 


Luckily, I have these two to ",31.0,-100.0,48327950300,-0.6019,healthy,0,48327
3257,celery,Fresh pressed celery and Apple #juice with my #BioSil and vitamin D! Going out for some of the real stuff later. Temps should get near 80 again today! #TexasWeather #HealthySkin ,31.0,-100.0,48327950300,0.6229,healthy,0,48327
3258,blueberry,Smooth - Drinking a Blueberry Frosted Pastry by @DecadentAles at @HydesTapHouse   ,35.119,-80.7193,37119005812,0.0,healthy,0,37119
3259,blueberry,Drinking a Plum Blueberry Sour by @bigalicebrewing at @bigalicebrewing  ,40.7521,-73.9506,36081001900,0.0,healthy,0,36081
3260,meat,"I'm at Street Meat in Long Island City, NY ",40.74692916,-73.94401584,36081001900,0.0,healthy,0,36081
3261,blueberry,Watching UK-Auburn. - Drinking a Blueberry Lager by @rivertownbrew at @holygrailbanks   ,39.0976,-84.509,39061026500,0.0,healthy,0,39061
3262,blueberry,Not as much flavor as I had hoped. Couldnt really taste the blueberry in the beer. - Drinking a Blueberry Lager by @rivertownbrew at @holygrailbanks   ,39.0976,-84.509,39061026500,0.3818,healthy,0,39061
3263,milk,Stole this from ash! Its pretty good. - Drinking a Neapolitan Milk Stout by @saugatuckbrew at @yardhouse   ,39.0968,-84.5105,39061026500,0.7959,healthy,0,39061
3264,orange,#RedsOpeningDay - Drinking a FC Cincinnati Blood Orange IPA by @moerleinbeers at @mlb   ,39.0973,-84.5073,39061026500,0.0,healthy,0,39061
3265,blueberry,"16 lbs, later yummy @ Blueberry Hill Farm ",28.41892375,-81.86063881,12069031202,0.5267,healthy,0,12069
3266,blueberry,Drinking a Blueberry Katy by @2ndshiftbrewing at @2ndshiftbrewing  ,38.6215,-90.2813,29510103600,0.0,healthy,0,29510
3267,raspberry,Drinking a Raspberry Katy by @2ndshiftbrewing at @2ndshiftbrewing  ,38.6215,-90.2813,29510103600,0.0,healthy,0,29510
3268,blueberry,"Have you ever been to a Blueberry Festival?? Yesterday Josh and I went to the Florida Blueberry Festival in Kissimmee, FL! We tried some blueberry, wine, and all kinds of other homemade ",28.33728583,-81.60211086,12097040802,0.7936,healthy,0,12097
3269,blueberry,"Blueberry festival  pretend thats blueberries (@ Formosa Gardens Village in Kissimmee, FL) ",28.34009252,-81.59711726,12097040802,0.4215,healthy,0,12097
3270,peanut butter,Another day another another ice cream. Peanut butter and mocha from Twistee treat  @ Twistee Treat USA ,28.34631512,-81.64445479999999,12097040802,0.6597,healthy,0,12097
3271,blueberry,"I'm at Blueberry Hill Family Restaurant in Las Vegas, NV w/ @pstowncar @latowncar ",36.11422169,-115.13286534,32003002506,0.0,healthy,0,32003
3272,blueberry,"Happy Sunday! Brunch today is served on this week's new cherry and turquoise board. I got up early, put on my headphones and rocked out while making these blueberry and lemon curd pastry ",41.3128,-81.832,39035186201,0.6114,healthy,0,39035
3273,cherry,"Happy Sunday! Brunch today is served on this week's new cherry and turquoise board. I got up early, put on my headphones and rocked out while making these blueberry and lemon curd pastry ",41.3128,-81.832,39035186201,0.6114,healthy,0,39035
3274,blueberry,"True blue 
#sundaybrunch Special: Blueberry Waffle with lemon curd and powdered sugar #blueberrywaffles #sundaymorning #cookandshaker #19125 #brunch @ Cook and Shaker ",39.982620000000004,-75.12054,42101016000,0.6705,healthy,0,42101
3275,chicken,"Caprese lil thing called love.
Todays Special: Grilled Chicken Caprese on italian bread. Dont forget Saturday Happy Hour 1-3pm! #saturdayspecial #chickencaprese #cookandshaker #19125 ",39.982620000000004,-75.12054,42101016000,0.7059,healthy,0,42101
3276,vegetable,"Naughty but rice 
Tonights Special: Grilled Garlic Shrimp with Vegetable Fried Rice. #shrimpandveggies #friedrice #dailyspecial #cookandshaker #19125 #kensington #fishtown ",39.982620000000004,-75.12054,42101016000,0.5499,healthy,0,42101
3277,pork,"A cutlet above the rest.
Tonights Special: Pork Cutlet Parmesan with provolone cheese and garlicky baby spinach. Its $12 ANY Sandwich and ANY Draft Night! #sundaynight #sandwichandapint ",39.982620000000004,-75.12054,42101016000,0.4574,healthy,0,42101
3278,rice,"Naughty but rice 
Tonights Special: Grilled Garlic Shrimp with Vegetable Fried Rice. #shrimpandveggies #friedrice #dailyspecial #cookandshaker #19125 #kensington #fishtown ",39.982620000000004,-75.12054,42101016000,0.5499,healthy,0,42101
3279,spinach,"A cutlet above the rest.
Tonights Special: Pork Cutlet Parmesan with provolone cheese and garlicky baby spinach. Its $12 ANY Sandwich and ANY Draft Night! #sundaynight #sandwichandapint ",39.982620000000004,-75.12054,42101016000,0.4574,healthy,0,42101
3280,chicken,"Spring got me sprung.
Todays Special: Chicken and Vegetable Spring Rolls. #springrolls #chickenandveggies #cookandshaker #dailyspecial #19125 #phillyfoodporn @ Cook and Shaker ",39.98262,-75.12054,42101016000,0.4019,healthy,0,42101
3281,vegetable,"Spring got me sprung.
Todays Special: Chicken and Vegetable Spring Rolls. #springrolls #chickenandveggies #cookandshaker #dailyspecial #19125 #phillyfoodporn @ Cook and Shaker ",39.98262,-75.12054,42101016000,0.4019,healthy,0,42101
3282,pork,"Shanks a lot!!
Todays Special: Sweet and Sour Glazed Pork Shank with Waffle Fries. #porkshank #wafflefries #dailyspecial #cookandshaker #19125 #phillyfoodporn #kensington #fishtown ",39.98262,-75.12054,42101016000,0.7418,healthy,0,42101
3283,blueberry,"Jack of All Trades sandwich and blueberry lemonade at declieucoffee in Fairfax. Bacon, spinach, cheese, egg, dijon aioli, challah bun. And sausage if youre @klpbirds. 

#breakfast ",38.845789200000006,-77.3051416,51600300500,0.0,healthy,0,51600
3284,egg,"Jack of All Trades sandwich and blueberry lemonade at declieucoffee in Fairfax. Bacon, spinach, cheese, egg, dijon aioli, challah bun. And sausage if youre @klpbirds. 

#breakfast ",38.845789200000006,-77.3051416,51600300500,0.0,healthy,0,51600
3285,spinach,"Jack of All Trades sandwich and blueberry lemonade at declieucoffee in Fairfax. Bacon, spinach, cheese, egg, dijon aioli, challah bun. And sausage if youre @klpbirds. 

#breakfast ",38.845789200000006,-77.3051416,51600300500,0.0,healthy,0,51600
3286,blueberry,"Breakfast served! Eggs, bacon and blueberry waffles. No, shes not a bit spoiled!  #susiewrites #granddaughter #nana #love #sober #sailing @ Stephens Pointe ",34.30929702,-77.78126441,37129011608,-0.4184,healthy,0,37129
3287,blueberry,Excellent Blueberry and Corn Muffin. #Sunday #Breakfast #NotBrunch @ Milkweed ,42.33212,-71.09959,25025080900,0.5719,healthy,0,25025
3288,corn,Excellent Blueberry and Corn Muffin. #Sunday #Breakfast #NotBrunch @ Milkweed ,42.33212,-71.09959,25025080900,0.5719,healthy,0,25025
3289,blueberry,Drinking a Belleview Biltmore Blueberry Vanilla Wheat by Two Henrys Brewing Company @ Big Mike's Beer Barn  ,40.2906,-75.7358,42011011903,0.0,healthy,0,42011
3290,blueberry,Lil'Brasse died happy in a blueberry shortcake with fresh marscapone. ;) #theliladventure @ Ristorante Limoncello ,42.3634326,-71.0539465,25025030400,0.5106,healthy,0,25025
3291,blueberry,"Blueberry pie #homecooking #pie #blueberrypie #foodie #pastry @ Alpine, California ",32.83444,-116.77056,06073021205,0.0,healthy,0,06073
3292,chicken,"Festive chicken tacos #foodie #food #tacos #tacosdepollo #guacamole @ Alpine, California ",32.83444,-116.77056,06073021205,0.4588,healthy,0,06073
3293,chicken,"Like I said, ""All I want to do is stare out the window and drink coffee."" Washing curtains, hung new blinds and cleaned the windows...
#springcleaning #chickens #chicken ",32.83444,-116.77056,06073021205,0.4215,healthy,0,06073
3294,chicken,"Oreo! Hi peeps! #chickens #chicken #chickensofinstagram #hens #indoorchickens #hen @ Alpine, California ",32.83444,-116.77056,06073021205,0.0,healthy,0,06073
3295,blueberry,"More like Milkshake at Elevens. Throw some Blueberry Eggos in a blender with a boatload of maple syrup, a dash of cream and voila!  - Drinking a Milkshake At Tiffany's by @mikerphonebrew @ Gates of Ale   ",41.9583,-87.6852,17031050200,0.474,healthy,0,17031
3296,blueberry,Drinking a Blueberry Lager by @rivertownbrew @ Rivertown Brewery &amp; Barrel House  ,39.4459,-84.3987,39017011300,0.0,healthy,0,39017
3297,peanut butter,Drinking a Peanut Butter Jelly Time by @rivertownbrew @ Rivertown Brewery &amp; Barrel House  ,39.4459,-84.3987,39017011300,0.0,healthy,0,39017
3298,blueberry,Drinking a Blueberry Berliner Weisse by @FloridaAveBrew/@FloridaAveBrew @ Yard of Ale  ,27.772,-82.6368,12103021500,0.0,healthy,0,12103
3299,blueberry,"Easy drinking, yummy goodness. Went down quick. - Drinking a Blueberry &amp; Lemon County Fair Cobbler by @wileyroots @ Wiley Roots Brewery   ",40.4314,-104.68799999999999,08123000701,0.891,healthy,1,08123
3300,blueberry,This was the featured flavor this morning brownbeancafe. It was so good I had to bring some home! lancastercountycoffeeroasters #blueberrycinnamoncrumble #blueberry #cinnamon #coffee ,39.84341471,-76.71014461,42133022600,0.6166,healthy,0,42133
3301,blueberry,Drinking a Blueberry Belch by @TheBrewWorks at @TheBrewWorks  ,40.6224,-75.3822,42095010800,0.0,healthy,0,42095
3302,orange,Orange Agrumato Olive oil and Bourbon Maple balsamic vinegar pair up for a great glaze over pork strips.  Thanks for the tip!  seasons_olive_oil @ Seasons Bethlehem ,40.620874799999996,-75.3818046,42095010800,0.807,healthy,0,42095
3303,pork,Orange Agrumato Olive oil and Bourbon Maple balsamic vinegar pair up for a great glaze over pork strips.  Thanks for the tip!  seasons_olive_oil @ Seasons Bethlehem ,40.620874799999996,-75.3818046,42095010800,0.807,healthy,0,42095
3304,blueberry,"Um, the sushi is great. - Drinking a Tura Blueberry Ginger by @SamuelAdamsBeer @ Tiga Sushi   ",40.830999999999996,-73.6863,36059301300,0.6249,healthy,0,36059
3305,turkey,"Turkey Vultures (?) In Port Washington eating fresh road kill. 
#roadkill
#turkeyvulture 
#portwashingtonny @ Port Washington, New York ",40.8289,-73.6867,36059301300,-0.6908,healthy,0,36059
3306,blueberry,"Enjoyed a tasty Blueberry Thrill from sbcbeer tonight. One of my favorites - light on ABVs, but full on blueberry taste! #beer @ LongHorn Steakhouse ",41.36242403,-75.67797388,42069112800,0.6239,healthy,0,42069
3307,blueberry,Drinking a Blueberry Thrill by @SBCbeer @ LongHorn Steakhouse  ,41.3624,-75.6781,42069112800,0.3612,healthy,0,42069
3308,blueberry,Weird as hell.  But delicious - Drinking a Bianca Blueberry Maple Pancake Lassi Gose by @Omnipollo @ Place Of Entertainment   ,47.5904,-122.63799999999999,53035080102,0.0516,healthy,0,53035
3309,blueberry,Drinking a Blueberry Lager by Brewheim Beer Makers @ Brewheim Beer Makers  ,33.8058,-117.891,06059086303,0.0,healthy,0,06059
3310,milk,Drinking a Mocha Milk Stout With Peanut Butter by Brewheim Beer Makers @ Brewheim Beer Makers  ,33.8058,-117.891,06059086303,0.1779,healthy,0,06059
3311,peanut butter,Drinking a Mocha Milk Stout With Peanut Butter by Brewheim Beer Makers @ Brewheim Beer Makers  ,33.8058,-117.891,06059086303,0.1779,healthy,0,06059
3312,cucumber,Another great name. - Drinking a You Put the Lime In the Cucumber Or Else It Gets the Gose Again by @noblealeworks at @NobleAleWorks   ,33.8084,-117.883,06059086303,0.6249,healthy,0,06059
3313,blueberry,DJ BLIXEN &amp; DJ BLUEBERRY TONIGHT AT PEGASUS LOUNGE #industrialmusic #gothic #djs #pegasuslounge813 #pegasusloungetampa @ Pegasus Lounge ,28.083579999999998,-82.45911,12057011204,0.0,healthy,0,12057
3314,blueberry,"Lavender beginning, strong blueberry finish. - Drinking a You Can't Sit With Us by @brewerscabinet at @thebrewcab   ",39.5203,-119.81700000000001,32031000300,0.5106,healthy,0,32031
3315,blueberry,"Blueberry picking! Never picked my own produce before. I'll have to admit I to more appreciation see how some starts, grows and end up in your ",34.24716892,-118.94414714,06111005305,0.6893,healthy,0,06111
3316,blueberry,Pop-up-n-SLAY! Gluten goddess @crystalsloneckr and the talented beauties behind kinbakeryla sold out in 2.5 hours today  but if you go early tomorrow all your blueberry lemon brioche ,34.01891,-118.49938,06037701402,0.5635,healthy,0,06037
3317,blueberry,"Tonight at Rivis!
Blueberry Bacon &amp; Blue-cheese Burger w/ a side salad w/ feta cheese onion &amp; strawberries 
Prime Rib w/ Brussel Sprouts w/ a balsamic reduction
Strawberry Shortcake w/ ",37.76701,-120.84875,06099000201,0.0,healthy,0,06099
3318,chicken,"Tonight Rivis is serving for YOU!
Garlic Parmesan Shrimp over Penne
California Chicken Flatbread w/ Spicy Ranch
Warm Chocolate Chip Cookie w/ Vanilla Ice cream
Strawberry Shortcake ",37.76701,-120.84875,06099000201,0.2942,healthy,0,06099
3319,chicken,"For her #lunch 

Book me for anytime night or day 



 #Tri-tip #cantaloupe #chicken #bowl
#manteca #modesto #Oakdale #catering ",37.7692,-120.85700000000001,06099000201,0.0,healthy,0,06099
3320,chicken,"Tonight Rivis presents for your enjoyment:
Italian herb bruschetta chicken over angel  hair pasta 

#rivisspecials #winebeerandgoodeatsandsweets #oakdalecalifornia #oakdale ",37.76701,-120.84875,06099000201,0.5574,healthy,0,06099
3321,raspberry,"Tonight the kitchen has this prepared for you!
California Chicken Flatbread withSpicy Ranch
Brown Butter Cake with Homemade  Raspberry Whipped Creme
#rivisspecials ",37.76701,-120.84875,06099000201,0.3436,healthy,0,06099
3322,blueberry,The biggest blueberry Ive ever seen. Mmm  #nomnom #getinmybelly  @ Canandaigua ,42.8881,-77.28095,36069051100,0.0,healthy,0,36069
3323,blueberry,Drinking a Saranac Blueberry Blonde Ale by @SaranacBrewery at @outdoorsontap  ,35.4274,-83.4456,37173960301,0.0,healthy,0,37173
3324,blueberry,Drinking a Going Sour: Blueberry by @30MileBrewingCo at @wheystation  ,41.5636,-72.6513,09007541600,0.0,healthy,0,09007
3325,orange,Drinking a Lorenzo The Beer Cat by Fat Orange Cat Brew Co. at @wheystation  ,41.5636,-72.6513,09007541600,0.0,healthy,0,09007
3326,fruit,Drinking a Larrys Latest Flamingo Fruit Fight by @BellsBrewery at @wheystation  ,41.5636,-72.6513,09007541600,-0.3818,healthy,0,09007
3327,blueberry,Drinking a Blueberry Pie Berliner by @weldwerksbrewco @ Graceland  ,39.7548,-104.86,08001008000,0.0,healthy,0,08001
3328,blueberry,Drinking a Blueberry &amp; Acai by @trulysparkling @ Redfish Pass  ,26.5527,-82.1982,12071080100,0.0,healthy,0,12071
3329,cherry,Drinking a Black Cherry by @trulysparkling @ Redfish Pass  ,26.5527,-82.1982,12071080100,0.0,healthy,0,12071
3330,blueberry,Drinking a Touch of Blue Blueberry Lambic by @sprecherbrewery at @mobcraftbeer  ,43.0262,-87.9171,55079186500,0.0,healthy,0,55079
3331,cherry,Drinking a Sour Cherry Candy by @mobcraftbeer at @mobcraftbeer  ,43.0262,-87.9171,55079186500,0.0,healthy,0,55079
3332,cherry,Drinking a Hanami Cherry Sour by @stfrancisbrew at @mobcraftbeer  ,43.0262,-87.9171,55079186500,0.0,healthy,0,55079
3333,milk,Drinking a Milk Stout Nitro by @LeftHandBrewing @ The Cooperage  ,43.0226,-87.9066,55079186500,0.1779,healthy,0,55079
3334,raspberry,Drinking an Existence Raspberry by @mobcraftbeer at @mobcraftbeer  ,43.0262,-87.9171,55079186500,0.0,healthy,0,55079
3335,cucumber,Drinking a Habanero Cucumber Sour by @mobcraftbeer at @mobcraftbeer  ,43.0262,-87.9171,55079186500,0.0,healthy,0,55079
3336,blueberry,Sold out of cupcakes  - Drinking a Blueberry Funfetti Haze by Crooked Crab Brewing Company @ Crooked Crab Brewing   ,39.0971,-76.6941,24003740304,0.0,healthy,0,24003
