,LILATracts_1And10,keyword,text,coords,lat,long,comp
12105012127,0,,,,,,
12105012128,0,,,,,,
12105012129,0,,,,,,
12105012203,1,,,,,,
12105012204,0,,,,,,
12105012205,0,,,,,,
12105012206,0,,,,,,
12105012303,1,,,,,,
12105012304,0,,,,,,
12105012305,0,,,,,,
12105012306,0,,,,,,
12105012307,0,,,,,,
12105012309,0,,,,,,
12105012403,0,,,,,,
12105012404,0,,,,,,
12105012405,0,beef,Drinking a Space Dust IPA by @ElysianBrewing @ Beef O' Brady's Davenport  ,"[28.2561, -81.6584]",28.2561,-81.6584,0.0
12105012406,0,,,,,,
12105012407,0,,,,,,
12105012408,0,,,,,,
12105012409,1,,,,,,
12105012410,0,,,,,,
12105012411,0,,,,,,
12105012502,0,,,,,,
12105012503,0,,,,,,
12105012504,1,,,,,,
12105012506,1,,,,,,
12105012507,0,,,,,,
12105012601,0,,,,,,
12105012602,1,,,,,,
12105012700,1,,,,,,
12105012802,1,,,,,,
12105012803,0,,,,,,
12105012804,1,,,,,,
12105012900,1,,,,,,
12105013001,0,,,,,,
12105013002,1,,,,,,
12105013101,0,,,,,,
12105013102,1,,,,,,
12105013103,0,,,,,,
12105013200,0,,,,,,
12105013300,0,,,,,,
12105013400,0,,,,,,
12105013500,1,,,,,,
12105013600,1,,,,,,
12105013701,0,,,,,,
12105013702,0,,,,,,
12105013801,0,,,,,,
12105013802,0,,,,,,
12105013901,0,,,,,,
12105013902,0,,,,,,
12105014001,0,,,,,,
12105014003,1,,,,,,
12105014005,0,,,,,,
12105014006,0,,,,,,
12105014103,1,,,,,,
12105014104,0,,,,,,
12105014105,0,,,,,,
12105014121,0,,,,,,
12105014123,0,,,,,,
12105014124,0,,,,,,
12105014125,0,,,,,,
12105014201,0,,,,,,
12105014202,0,,,,,,
12105014203,1,,,,,,
12105014301,1,,,,,,
12105014302,0,,,,,,
12105014400,0,,,,,,
12105014501,1,,,,,,
12105014502,0,,,,,,
12105014600,1,,,,,,
12105014701,0,,,,,,
12105014702,0,,,,,,
12105014802,1,,,,,,
12105014803,0,,,,,,
12105014804,0,,,,,,
12105014901,0,,,,,,
12105014902,1,,,,,,
12105015000,0,,,,,,
12105015101,0,,,,,,
12105015102,0,,,,,,
12105015200,1,,,,,,
12105015301,0,,,,,,
12105015302,0,,,,,,
12105015401,0,,,,,,
12105015402,0,,,,,,
12105015404,0,,,,,,
12105015405,0,,,,,,
12105015500,0,,,,,,
12105015600,1,,,,,,
12105015701,1,,,,,,
12105015702,1,,,,,,
12105015801,0,,,,,,
12105015802,1,,,,,,
12105015900,1,,,,,,
12105016001,0,,,,,,
12105016002,1,,,,,,
12105016003,1,,,,,,
12105016100,0,,,,,,
12105016400,0,,,,,,
12105980000,0,,,,,,
12107950100,0,,,,,,
12107950201,0,,,,,,
12107950202,1,,,,,,
12107950300,0,,,,,,
12107950400,0,,,,,,
12107950500,0,,,,,,
12107950600,1,,,,,,
12107950700,1,,,,,,
12107950800,1,,,,,,
12107950900,1,,,,,,
12107951000,0,,,,,,
12107951100,0,,,,,,
12107951200,0,,,,,,
12107951300,0,,,,,,
12107951401,0,,,,,,
12107951402,0,,,,,,
12107980000,0,,,,,,
12109020200,1,,,,,,
12109020300,1,,,,,,
12109020400,1,,,,,,
12109020500,0,fish,"I'm at Go Fish in St Augustine, FL ","[29.89462959, -81.3142294]",29.89462959,-81.31422940000002,0.0
12109020500,0,turkey,"Wild turkey breast wrapped in bacon. Off to the smoker see you in 6 hours. @ Saint Augustine, Florida ","[29.8924, -81.3132]",29.8924,-81.3132,0.0
12109020601,0,,,,,,
12109020602,0,,,,,,
12109020704,0,,,,,,
12109020705,0,,,,,,
12109020706,0,,,,,,
12109020707,0,,,,,,
12109020708,0,,,,,,
12109020710,0,,,,,,
12109020711,0,,,,,,
12109020801,0,,,,,,
12109020802,0,,,,,,
12109020803,0,,,,,,
12109020804,0,,,,,,
12109020805,0,fruit,"Its ok to stay alive for the little reasons A much needed spontaneous trip to go love on my dog (and my parents) is just what I need to get me out of this funk @ Fruit Cove, Florida ","[30.1012, -81.6183]",30.1012,-81.6183,0.8402
12109020806,0,,,,,,
12109020807,0,,,,,,
12109020901,0,,,,,,
12109020902,0,,,,,,
12109021002,1,,,,,,
12109021003,0,,,,,,
12109021004,0,,,,,,
12109021101,0,,,,,,
12109021102,0,,,,,,
12109021103,0,,,,,,
12109021203,0,,,,,,
12109021204,0,,,,,,
12109021205,0,,,,,,
12109021206,0,,,,,,
12109021301,1,,,,,,
12109021302,0,,,,,,
12109021403,0,,,,,,
12109021404,0,,,,,,
12109021405,0,,,,,,
12109021406,0,,,,,,
12109021407,0,,,,,,
12109990100,0,,,,,,
12111380100,0,,,,,,
12111380200,0,,,,,,
12111380300,0,,,,,,
12111380400,0,,,,,,
12111380500,0,,,,,,
12111380600,0,,,,,,
12111380700,1,,,,,,
12111380800,0,,,,,,
12111380901,0,,,,,,
12111380902,1,,,,,,
12111381000,0,,,,,,
12111381101,0,,,,,,
12111381102,0,,,,,,
12111381204,0,,,,,,
12111381300,0,,,,,,
12111381401,0,,,,,,
12111381402,1,,,,,,
12111381502,0,,,,,,
12111381503,0,,,,,,
12111381601,0,,,,,,
12111381602,1,,,,,,
12111381603,0,,,,,,
12111381701,0,,,,,,
12111381702,0,,,,,,
12111381802,0,,,,,,
12111381803,0,,,,,,
12111381804,0,,,,,,
12111381900,0,,,,,,
12111382002,1,,,,,,
12111382003,0,,,,,,
12111382006,0,,,,,,
12111382007,1,banana,"My country man banana walk a gwan with tings  #banana #eatwhatyougrow #countryman #greenthumb @ Port Saint Lucie, Florida ","[27.2758, -80.355]",27.2758,-80.355,0.0
12111382008,0,,,,,,
12111382009,0,,,,,,
12111382010,0,,,,,,
12111382106,0,,,,,,
12111382108,0,,,,,,
12111382109,0,,,,,,
12111382110,0,,,,,,
12111382111,0,,,,,,
12111382112,1,,,,,,
12111382113,1,,,,,,
12111382200,0,,,,,,
12111980000,0,,,,,,
12113010100,0,,,,,,
12113010200,0,,,,,,
12113010300,0,,,,,,
12113010400,0,,,,,,
12113010502,0,,,,,,
12113010503,0,,,,,,
12113010504,0,,,,,,
12113010600,1,,,,,,
12113010702,0,,,,,,
12113010704,0,,,,,,
12113010705,1,,,,,,
12113010706,0,,,,,,
12113010707,0,,,,,,
12113010708,0,,,,,,
12113010802,0,,,,,,
12113010808,0,,,,,,
12113010809,0,,,,,,
12113010811,0,,,,,,
12113010812,0,,,,,,
12113010813,0,,,,,,
12113010814,0,,,,,,
12113010815,0,,,,,,
12113010817,0,,,,,,
12113010819,0,,,,,,
12113010900,0,,,,,,
12115000101,0,fish, @ Owen's Fish Camp ,"[27.3319, -82.53974]",27.3319,-82.53974000000001,0.0
12115000102,0,orange,"Feels pretty good to make yourself 1/2 a gallon of honey bell orange juice. It always tastes great, too :) I used the Green Star juicer to help out as well :D #orangejuice ","[27.3373, -82.5353]",27.3373,-82.5353,0.9684
12115000200,0,,,,,,
12115000300,0,,,,,,
12115000401,0,blueberry,Drinking a Fruits of Florida Blueberry IPA by @jdubsbrewing @ JDub's Brewing Company  ,"[27.3489, -82.5255]",27.3489,-82.5255,0.0
12115000404,0,,,,,,
12115000405,0,,,,,,
12115000406,0,,,,,,
12115000407,0,,,,,,
12115000501,0,,,,,,
12115000502,0,,,,,,
12115000503,0,,,,,,
12115000601,0,,,,,,
12115000602,0,,,,,,
12115000700,0,,,,,,
12115000801,0,,,,,,
12115000802,0,,,,,,
12115000900,0,kale,"Gouda and squash dumplings with dates and truffle butter, and bison chili with kale and sweet potatoes @ Muse at the Ringling ","[27.38325386, -82.55955686]",27.38325386,-82.55955686,0.4019
12115001000,1,,,,,,
12115001101,1,,,,,,
12115001102,0,,,,,,
12115001201,0,,,,,,
12115001202,0,,,,,,
12115001203,0,,,,,,
12115001204,0,,,,,,
12115001301,0,,,,,,
12115001302,0,,,,,,
12115001303,0,,,,,,
12115001304,0,,,,,,
12115001401,0,,,,,,
12115001402,0,,,,,,
12115001403,0,,,,,,
12115001503,0,,,,,,
12115001504,0,,,,,,
12115001505,0,,,,,,
12115001506,0,,,,,,
12115001507,0,,,,,,
12115001601,0,,,,,,
12115001602,0,,,,,,
12115001702,0,,,,,,
12115001703,0,,,,,,
12115001704,0,,,,,,
12115001801,0,,,,,,
12115001803,0,,,,,,
12115001804,0,,,,,,
12115001805,0,,,,,,
12115001903,0,peanut butter,Drinking a Decklin's Indulgence Peanut Butter Chocolate Brown Ale by Big Top Brewing Company @ Island House Tap and Grill  ,"[27.2772, -82.5648]",27.2772,-82.5648,0.2023
12115001904,0,,,,,,
12115001905,0,,,,,,
12115001907,0,,,,,,
12115001908,0,,,,,,
12115002003,0,,,,,,
12115002004,0,,,,,,
12115002005,0,,,,,,
12115002007,0,,,,,,
12115002008,0,,,,,,
12115002009,0,,,,,,
12115002010,0,,,,,,
12115002100,0,,,,,,
12115002201,0,,,,,,
12115002202,0,,,,,,
12115002203,1,,,,,,
12115002302,0,,,,,,
12115002303,0,,,,,,
12115002304,0,,,,,,
12115002305,0,,,,,,
12115002401,0,,,,,,
12115002402,0,,,,,,
12115002504,0,,,,,,
12115002505,0,,,,,,
12115002507,0,,,,,,
12115002508,0,,,,,,
12115002509,0,,,,,,
12115002510,0,,,,,,
12115002511,0,,,,,,
12115002601,0,,,,,,
12115002602,0,,,,,,
12115002603,0,,,,,,
12115002604,0,,,,,,
12115002605,0,,,,,,
12115002710,0,,,,,,
12115002711,0,,,,,,
12115002712,0,,,,,,
12115002713,0,chicken,Wonderful chicken-slaw-pita dish. Perfect spices! We are going to follow spiceboyskitchen around to get our Middle Eastern cuisine fix. Yum! @ The Market at Lakewood Ranch ,"[27.38139242, -82.39963311]",27.38139242,-82.39963311,0.8395
12115002714,0,,,,,,
12115002715,0,,,,,,
12115002716,0,,,,,,
12115002718,0,,,,,,
12115002719,0,,,,,,
12115002720,0,,,,,,
12115002721,1,,,,,,
12115002722,0,,,,,,
12115002723,0,,,,,,
12115002724,1,,,,,,
12117020101,0,,,,,,
12117020102,0,,,,,,
12117020201,0,,,,,,
12117020202,0,,,,,,
12117020301,0,,,,,,
12117020302,0,,,,,,
12117020401,0,,,,,,
12117020402,0,,,,,,
12117020500,1,,,,,,
12117020600,0,,,,,,
12117020701,0,,,,,,
12117020703,0,,,,,,
12117020704,0,,,,,,
12117020705,0,,,,,,
12117020803,0,,,,,,
12117020805,0,,,,,,
12117020806,0,,,,,,
12117020807,0,,,,,,
12117020808,0,,,,,,
12117020810,0,,,,,,
12117020811,0,,,,,,
12117020812,0,,,,,,
12117020901,0,,,,,,
12117020902,0,,,,,,
12117020903,1,,,,,,
12117021000,0,,,,,,
12117021100,0,,,,,,
12117021201,0,,,,,,
12117021203,0,,,,,,
12117021204,0,,,,,,
12117021306,0,,,,,,
12117021307,0,,,,,,
12117021311,0,,,,,,
12117021312,0,,,,,,
12117021313,0,,,,,,
12117021314,0,,,,,,
12117021315,0,,,,,,
12117021316,0,,,,,,
12117021317,0,,,,,,
12117021318,0,,,,,,
12117021319,0,,,,,,
12117021320,0,,,,,,
12117021321,0,,,,,,
12117021401,0,,,,,,
12117021403,0,,,,,,
12117021404,0,,,,,,
12117021502,0,,,,,,
12117021503,0,,,,,,
12117021504,0,,,,,,
12117021505,0,,,,,,
12117021506,0,,,,,,
12117021604,0,,,,,,
12117021606,0,,,,,,
12117021608,0,,,,,,
12117021609,0,,,,,,
12117021611,0,,,,,,
12117021612,0,,,,,,
12117021613,0,,,,,,
12117021614,0,,,,,,
12117021615,0,,,,,,
12117021616,0,,,,,,
12117021704,0,,,,,,
12117021705,1,fish,"Give amanafish, and you feed him for a day.Teach a man to fish, and you feed him for a lifetime. @ Altamonte Springs, Florida ","[28.6615, -81.392]",28.6615,-81.392,0.0
12117021706,0,,,,,,
12117021707,0,,,,,,
12117021708,0,,,,,,
12117021802,0,,,,,,
12117021803,0,,,,,,
12117021805,0,,,,,,
12117021806,0,,,,,,
12117021901,0,,,,,,
12117021902,0,,,,,,
12117022001,0,,,,,,
12117022002,0,,,,,,
12117022004,0,,,,,,
12117022005,0,,,,,,
12117022101,1,,,,,,
12117022104,0,,,,,,
12117022105,0,,,,,,
12117022106,0,,,,,,
12117022201,0,,,,,,
12117022205,0,,,,,,
12117022206,0,,,,,,
12117022207,0,,,,,,
12117022208,0,,,,,,
12117022209,0,,,,,,
12119910100,0,,,,,,
12119910300,0,,,,,,
12119910401,0,,,,,,
12119910402,0,,,,,,
12119910500,0,,,,,,
12119910601,0,,,,,,
12119910602,0,,,,,,
12119910700,0,,,,,,
12119910800,0,,,,,,
12119910900,0,,,,,,
12119911000,0,,,,,,
12119911200,0,,,,,,
12119911301,0,,,,,,
12119911302,0,,,,,,
12119911400,0,,,,,,
12119911500,0,,,,,,
12119911701,0,,,,,,
12119911702,0,,,,,,
12119980000,0,,,,,,
12121970100,0,,,,,,
12121970200,1,,,,,,
12121970301,0,,,,,,
12121970302,1,,,,,,
12121970400,0,,,,,,
12121970500,1,,,,,,
12121970600,0,,,,,,
12123950100,0,,,,,,
12123950200,1,,,,,,
12123950300,1,,,,,,
12123950400,0,,,,,,
12125960100,0,,,,,,
12125960200,1,,,,,,
12125960300,0,,,,,,
12127080100,0,,,,,,
12127080201,0,,,,,,
12127080202,0,,,,,,
12127080300,0,,,,,,
12127080400,0,,,,,,
12127080500,0,,,,,,
12127080600,0,,,,,,
12127080700,0,,,,,,
12127080803,0,,,,,,
12127080804,1,,,,,,
12127080805,0,,,,,,
12127080806,0,,,,,,
12127080807,0,,,,,,
12127080901,0,,,,,,
12127080902,0,,,,,,
12127081000,1,,,,,,
12127081101,0,,,,,,
12127081102,0,,,,,,
12127081200,1,,,,,,
12127081300,0,,,,,,
12127081500,1,,,,,,
12127081600,0,,,,,,
12127081700,0,,,,,,
12127081800,0,,,,,,
12127081900,0,,,,,,
12127082000,1,,,,,,
12127082100,1,,,,,,
12127082201,1,,,,,,
12127082202,0,,,,,,
12127082301,1,,,,,,
12127082401,1,,,,,,
12127082404,0,,,,,,
12127082405,0,,,,,,
12127082406,0,,,,,,
12127082410,0,,,,,,
12127082411,0,,,,,,
12127082412,0,,,,,,
12127082413,0,,,,,,
12127082414,1,,,,,,
12127082415,0,,,,,,
12127082503,1,orange,#dotheworkgettheresults #lovethegrind #lonewolf #lovethepain #challengeyourlimits @ Anytime Fitness Port Orange ,"[29.13144021, -81.00598723]",29.13144021,-81.00598723,0.2732
12127082506,1,orange,"Boston Market is hiring in Port Orange, FL! Read about our latest #Hospitality job opening via the link in our bio: Cook - Restaurant Team Member #FastCasual","[29.1266993, -81.0080051]",29.126699300000002,-81.00800509999999,0.0
12127082506,1,orange,"current weather in Port Orange: mist, 60F
88% humidity, wind 9mph, pressure 1023mb","[29.13, -81.02]",29.13,-81.02,-0.296
12127082506,1,orange,"Port Orange: 7:18am: sunrise
sunset will be at 7:39pm","[29.13, -81.02]",29.13,-81.02,0.0
12127082506,1,orange,"current weather in Port Orange: scattered clouds, 61F
88% humidity, wind 16mph, pressure 1017mb","[29.13, -81.02]",29.13,-81.02,-0.296
12127082506,1,orange,"Port Orange: 7:19am: sunrise
sunset will be at 7:38pm","[29.13, -81.02]",29.13,-81.02,0.0
12127082506,1,orange,"current weather in Port Orange: moderate rain, 66F
88% humidity, wind 8mph, pressure 1017mb","[29.13, -81.02]",29.13,-81.02,-0.296
12127082506,1,orange,Port Orange: 7:38pm: sunset,"[29.13, -81.02]",29.13,-81.02,0.0
12127082506,1,orange,"current weather in Port Orange: scattered clouds, 79F
57% humidity, wind 5mph, pressure 1016mb","[29.13, -81.02]",29.13,-81.02,-0.296
12127082507,0,orange,"Jake &amp; Desi.... @ Countryside, Port Orange, Florida ","[29.11313237, -81.00813546]",29.11313237,-81.00813546,0.0
12127082507,0,orange,"Car loans for bad credit in #florida #carloans #badcreditautoloans #vehiclesforsale #auto #portorange #preowned #usedcars #cardeals @ Port Orange, Florida ","[29.119, -81.0029]",29.119,-81.0029,-0.2263
12127082508,0,,,,,,
12127082509,0,,,,,,
12127082510,1,,,,,,
12127082511,1,orange,"I'm at ShuffieldLowman Formerly Donadio Law in Port Orange, FL ","[29.14334106, -80.98981476]",29.14334106,-80.98981476,0.0
12127082604,0,,,,,,
12127082605,0,,,,,,
12127082606,0,,,,,,
12127082607,0,apple,Apple TV+ coming this Fall? Uhh how about now???!!! #AppleEvent,"[29.14108197, -80.96359065]",29.14108197,-80.96359065,0.0
12127082701,0,,,,,,
12127082703,0,,,,,,
12127082704,0,,,,,,
12127082705,0,,,,,,
12127082801,0,,,,,,
12127082802,0,,,,,,
12127082902,0,,,,,,
12127082903,1,,,,,,
12127082904,0,,,,,,
12127083003,0,,,,,,
12127083005,0,,,,,,
12127083006,0,,,,,,
12127083007,0,,,,,,
12127083008,1,,,,,,
12127083009,0,,,,,,
12127083203,0,,,,,,
12127083205,0,,,,,,
12127083206,0,,,,,,
12127083207,0,,,,,,
12127083208,0,orange,"Lazy butt Chihuahuas.
#chihuahuasofinstagram 
#instadogs 
#instadoggo
#digsofinstagram @ The Port Orange Palace ","[29.1003594, -81.02962923]",29.1003594,-81.02962923,-0.3612
12127083209,0,,,,,,
12127090101,0,,,,,,
12127090102,1,,,,,,
12127090202,0,,,,,,
12127090203,1,,,,,,
12127090204,0,,,,,,
12127090303,0,,,,,,
12127090304,1,,,,,,
12127090305,0,,,,,,
12127090306,0,milk,Tasty! - Drinking  The Dude White Russian Milk Stout by @Ormond_Brewing @ Victoria Trails   ,"[28.9909, -81.2686]",28.9909,-81.2686,0.2481
12127090307,0,,,,,,
12127090400,0,,,,,,
12127090500,0,,,,,,
12127090600,0,,,,,,
12127090701,0,,,,,,
12127090702,1,,,,,,
12127090803,0,,,,,,
12127090804,0,,,,,,
12127090805,0,orange,"This job is now open at Allied Universal in #OrangeCity, FL. Follow us and turn on mobile alerts to hear about jobs like these as soon as they're posted: Hospital Security Officer-FT 6pm to 2am-Day Vary-Must be flexible-Orange City #security","[28.9488761, -81.2986741]",28.9488761,-81.29867409999999,0.5994
12127090806,0,,,,,,
12127090902,0,,,,,,
12127090903,0,,,,,,
12127090904,0,,,,,,
12127091001,0,,,,,,
12127091005,0,,,,,,
12127091013,1,,,,,,
12127091015,1,,,,,,
12127091016,1,,,,,,
12127091017,1,,,,,,
12127091018,1,,,,,,
12127091019,0,,,,,,
12127091020,0,,,,,,
12127091021,0,,,,,,
12127091022,0,,,,,,
12127091023,0,,,,,,
12127091024,0,,,,,,
12127091025,0,,,,,,
12127091026,1,,,,,,
12127091027,0,,,,,,
12127091028,0,,,,,,
12127091029,0,,,,,,
12127092500,0,,,,,,
12129010100,0,,,,,,
12129010201,0,,,,,,
12129010202,0,,,,,,
12129010203,0,,,,,,
12131950101,1,,,,,,
12131950102,0,,,,,,
12131950200,0,,,,,,
12131950301,1,,,,,,
12131950302,0,,,,,,
12131950400,1,,,,,,
12131950501,0,,,,,,
12131950502,0,,,,,,
12131950601,0,,,,,,
12131950602,0,,,,,,
12131950603,0,,,,,,
12133970102,0,,,,,,
12133970103,0,,,,,,
12133970104,0,,,,,,
12133970200,0,,,,,,
12133970301,1,,,,,,
12133970302,1,,,,,,
12133970303,1,,,,,,
13001950100,0,,,,,,
13001950200,1,,,,,,
13001950300,1,,,,,,
13001950400,1,,,,,,
13001950500,0,,,,,,
13003960100,1,,,,,,
13003960200,0,,,,,,
13003960300,0,,,,,,
13005970100,0,,,,,,
13005970201,0,,,,,,
13005970202,0,,,,,,
13007960100,1,,,,,,
13007960200,0,,,,,,
13009970100,0,,,,,,
13009970200,1,,,,,,
13009970300,0,,,,,,
13009970400,0,,,,,,
13009970500,0,,,,,,
13009970600,1,,,,,,
13009970701,1,,,,,,
13009970702,1,,,,,,
13009970800,0,,,,,,
13011970100,0,,,,,,
13011970200,0,,,,,,
13011970300,0,,,,,,
13011970400,0,,,,,,
13013180103,0,,,,,,
13013180104,0,,,,,,
13013180105,0,,,,,,
13013180106,0,,,,,,
13013180107,0,,,,,,
13013180108,0,,,,,,
13013180203,1,,,,,,
13013180204,0,,,,,,
13013180205,1,,,,,,
13013180206,0,,,,,,
13013180301,0,,,,,,
13013180302,0,,,,,,
13013180303,0,,,,,,
13013180401,0,,,,,,
13013180402,0,,,,,,
13013180501,0,,,,,,
13013180502,0,,,,,,
13013180503,0,,,,,,
13015960101,0,,,,,,
13015960102,0,,,,,,
13015960200,0,,,,,,
13015960300,0,mushroom,"Rice House Chef de Cuisine Evan Babb forages weekly for mushrooms  and more to infuse into the restaurants yard to fork  inspired menu. 

chef_evan_babb , a certified wild mushroom ","[34.30059407, -84.98480775]",34.30059407,-84.98480775,0.4939
13015960300,0,rice,"Rice House Chef de Cuisine Evan Babb forages weekly for mushrooms  and more to infuse into the restaurants yard to fork  inspired menu. 

chef_evan_babb , a certified wild mushroom ","[34.30059407, -84.98480775]",34.30059407,-84.98480775,0.4939
13015960401,1,,,,,,
13015960402,0,,,,,,
13015960500,1,,,,,,
13015960600,1,,,,,,
13015960700,0,,,,,,
13015960801,1,,,,,,
13015960802,1,,,,,,
13015960803,0,,,,,,
13015960901,0,,,,,,
13015960902,0,,,,,,
13015961000,0,,,,,,
13017960100,0,,,,,,
13017960200,0,,,,,,
13017960300,1,,,,,,
13017960400,0,,,,,,
13017960500,1,,,,,,
13019970100,0,,,,,,
13019970200,1,,,,,,
13019970300,0,,,,,,
13019970400,0,,,,,,
13019970500,0,,,,,,
13019970600,0,,,,,,
13021010100,0,,,,,,
13021010200,0,,,,,,
13021010300,0,,,,,,
13021010400,0,,,,,,
13021010500,0,,,,,,
13021010800,0,,,,,,
13021011000,1,,,,,,
13021011100,0,,,,,,
13021011500,0,,,,,,
13021011701,1,,,,,,
13021011702,1,,,,,,
13021011800,0,,,,,,
13021011900,1,,,,,,
13021012000,0,,,,,,
13021012101,0,,,,,,
13021012102,0,,,,,,
13021012200,1,,,,,,
13021012300,1,,,,,,
13021012400,1,,,,,,
13021012500,1,,,,,,
13021012600,0,,,,,,
13021012700,1,,,,,,
13021012800,1,,,,,,
13021012900,0,,,,,,
13021013101,0,,,,,,
13021013102,1,,,,,,
13021013201,0,,,,,,
13021013202,1,,,,,,
13021013302,1,,,,,,
13021013407,0,,,,,,
13021013408,0,,,,,,
13021013409,0,,,,,,
13021013410,0,,,,,,
13021013411,0,,,,,,
13021013502,0,,,,,,
13021013503,0,,,,,,
13021013504,0,,,,,,
13021013603,0,,,,,,
13021013604,0,,,,,,
13021013605,0,,,,,,
13021013606,0,,,,,,
13021013700,0,cherry,I found the pinkestparty Pink Poodle  #cherryblossomfestival #maconga @ Parish on Cherry St. ,"[32.83625228, -83.6287429]",32.83625228,-83.6287429,0.0
13021013700,0,cherry,"Last call for Cherry Blossom treats , today at mulberry_market from 3:30-6! See you there. #BonBonMacon #MaconGeorgiaSweet #ShopLocal #maconcherryblossomfestival #MaconGeorgia #cookieart ","[32.8376, -83.6271]",32.8376,-83.6271,0.0
13021013700,0,cherry,Had such a great time taking in all that was available to #visitmacon and this #TravelTuesday has me thinking about all the beautiful spring colors between the International Cherry Blossom ,"[32.8376, -83.6271]",32.8376,-83.6271,0.8402
13021013800,0,,,,,,
13021013900,0,cherry,Cherry Blossom fun! @ Central City Park ,"[32.8302952, -83.6122266]",32.8302952,-83.6122266,0.5562
13023790100,0,,,,,,
13023790200,0,,,,,,
13023790300,1,,,,,,
13025960100,0,,,,,,
13025960200,0,,,,,,
13025960300,1,,,,,,
13027960200,1,,,,,,
13027960300,0,,,,,,
13027960400,0,,,,,,
13027960500,1,,,,,,
13027960600,0,,,,,,
13029920101,0,,,,,,
13029920102,0,,,,,,
13029920301,0,,,,,,
13029920303,1,,,,,,
13029920305,0,,,,,,
13029920306,0,,,,,,
13029980000,0,,,,,,
13031110100,0,,,,,,
13031110200,1,,,,,,
13031110300,1,,,,,,
13031110401,1,,,,,,
13031110403,0,mushroom,happy 4 years dyl! love you more and more each day  @ Mellow Mushroom ,"[32.412672, -81.771845]",32.412672,-81.771845,0.8478
13031110404,0,,,,,,
13031110500,0,,,,,,
13031110601,0,,,,,,
13031110602,0,,,,,,
13031110700,0,,,,,,
13031110800,0,,,,,,
13031110900,0,,,,,,
13033950100,1,,,,,,
13033950200,0,,,,,,
13033950400,1,,,,,,
13033950500,0,,,,,,
13033950700,0,,,,,,
13033950900,0,,,,,,
13035150100,0,,,,,,
13035150200,1,,,,,,
13035150300,0,,,,,,
13037950100,1,,,,,,
13037950200,0,,,,,,
13039010100,0,,,,,,
13039010200,0,,,,,,
13039010301,0,,,,,,
13039010302,0,,,,,,
13039010401,0,,,,,,
13039010402,0,,,,,,
13039010403,0,,,,,,
13039010500,1,,,,,,
13039010601,1,,,,,,
13039010602,0,,,,,,
13043950100,0,,,,,,
13043950200,0,,,,,,
13043950300,0,,,,,,
13045910101,1,,,,,,
13045910103,0,,,,,,
13045910104,0,,,,,,
13045910200,1,,,,,,
13045910300,0,,,,,,
13045910400,0,,,,,,
13045910501,1,,,,,,
13045910502,1,,,,,,
13045910600,1,,,,,,
13045910701,1,,,,,,
13045910702,0,,,,,,
13045910703,1,,,,,,
13045910800,0,,,,,,
13045910900,0,,,,,,
13045911000,1,,,,,,
13045911100,1,,,,,,
13045911200,0,,,,,,
13047030100,0,,,,,,
13047030201,0,,,,,,
13047030202,0,,,,,,
13047030301,0,,,,,,
13047030303,0,,,,,,
13047030304,0,,,,,,
13047030401,0,,,,,,
13047030402,0,,,,,,
13047030500,1,,,,,,
13047030600,1,,,,,,
13047030700,0,,,,,,
13049010100,0,,,,,,
13049010200,0,,,,,,
13051000100,0,,,,,,
13051000300,0,,,,,,
13051000601,0,,,,,,
13051000900,0,,,,,,
13051001100,0,,,,,,
13051001200,0,,,,,,
13051001500,0,,,,,,
13051002000,0,,,,,,
13051002100,0,,,,,,
13051002200,0,,,,,,
13051002300,0,,,,,,
13051002600,0,,,,,,
13051002700,0,,,,,,
13051002800,0,,,,,,
13051002900,0,,,,,,
13051003000,0,,,,,,
13051003301,1,,,,,,
13051003302,1,,,,,,
13051003400,0,,,,,,
13051003501,0,,,,,,
13051003502,0,,,,,,
13051003601,1,,,,,,
13051003602,0,,,,,,
13051003700,1,,,,,,
13051003800,0,,,,,,
13051003900,0,,,,,,
13051004001,0,,,,,,
13051004002,0,,,,,,
13051004100,1,,,,,,
13051004207,0,,,,,,
13051004208,0,,,,,,
13051004209,1,,,,,,
13051004210,0,,,,,,
13051004211,1,,,,,,
13051004212,0,,,,,,
13051004300,1,,,,,,
13051004400,1,,,,,,
13051004500,0,,,,,,
13051010101,0,,,,,,
13051010102,1,,,,,,
13051010200,0,,,,,,
13051010501,1,,,,,,
13051010502,1,,,,,,
13051010601,1,,,,,,
13051010603,1,,,,,,
13051010605,0,,,,,,
13051010700,0,,,,,,
13051010801,0,,,,,,
13051010802,0,,,,,,
13051010803,0,,,,,,
13051010806,0,,,,,,
13051010807,0,,,,,,
13051010808,0,,,,,,
13051010809,0,,,,,,
13051010901,0,,,,,,
13051011003,0,,,,,,
13051011004,0,,,,,,
13051011005,0,,,,,,
13051011006,0,,,,,,
13051011103,0,,,,,,
13051011104,0,,,,,,
13051011106,0,,,,,,
13051011107,0,,,,,,
13051011108,0,,,,,,
13051011109,0,,,,,,
13051011200,0,mushroom,Poodle love  #lunchdate #myboys #puppylove #poodlesofinstagram @ Mellow Mushroom ,"[32.074659, -81.094116]",32.074659000000004,-81.094116,0.6369
13051011200,0,mushroom,The pesto swirl is where it's at... and you cannot forget the beer cheese  #lunchdate #petfriendlysavannah #welovepizza @ Mellow Mushroom ,"[32.074659, -81.094116]",32.074659000000004,-81.094116,0.1695
